keys,en,it,de,fr
Milestones,Milestones,Traguardi,Meilensteine,Jalons
Unlocked,Unlocked,Sbloccato,Freigeschaltet,Débloqué
Open in Google Play Games,Open in Google Play Games,Apri in Google Play Games,In Google Play Games öffnen,Ouvrir dans Google Play Games
Every achievement below always works offline and while signed out of Google Play Games.,Every achievement below always works offline and while signed out of Google Play Games.,Tutti gli obiettivi qui sotto funzionano sempre offline e anche da disconnessi da Google Play Games.,Alle Erfolge unten funktionieren immer offline und auch ohne Anmeldung bei Google Play Games.,Tous les succès ci-dessous fonctionnent toujours hors ligne et même sans être connecté à Google Play Games.
Slime Forest Complete,Slime Forest Complete,Foresta degli Slime completata,Slime-Wald abgeschlossen,Forêt des slimes terminée
Complete the Slime Forest and open the road into the Elemental Depths.,Complete the Slime Forest and open the road into the Elemental Depths.,Completa la Foresta degli Slime e apri la strada verso le Profondità Elementali.,Bezwinge den Slime-Wald und öffne den Weg in die Elementartiefen.,Termine la Forêt des slimes et ouvre la route vers les Profondeurs élémentaires.
Elemental Depths Conquered,Elemental Depths Conquered,Profondità Elementali conquistate,Elementartiefen bezwungen,Profondeurs élémentaires conquises
Defeat the Slime King and complete the Elemental Depths.,Defeat the Slime King and complete the Elemental Depths.,Sconfiggi il Re degli Slime e completa le Profondità Elementali.,Besiege den Slime-König und schließe die Elementartiefen ab.,Vaincs le Roi des slimes et termine les Profondeurs élémentaires.
Warden of the Forest Edge,Warden of the Forest Edge,Guardiano del Margine della Foresta,Hüter des Waldrands,Gardien de la Lisière de la Forêt
Defeat the Ironbark Warden and complete the Forest Edge.,Defeat the Ironbark Warden and complete the Forest Edge.,Sconfiggi il Guardiano Scorzaferrea e completa il Margine della Foresta.,Besiege den Eisenrinden-Wächter und schließe den Waldrand ab.,Vaincs le Gardien d'écorce de fer et termine la Lisière de la forêt.
Rootmind Broken,Rootmind Broken,Menteradice infranta,Wurzelgeist gebrochen,Esprit-racine brisé
Defeat the Ferrum Rootmind and complete the Ironroot Warrens.,Defeat the Ferrum Rootmind and complete the Ironroot Warrens.,Sconfiggi la Menteradice Ferrum e completa i Cunicoli di Radiceferrea.,Besiege den Ferrum-Wurzelgeist und schließe die Eisenwurzel-Gänge ab.,Vaincs l'Esprit-racine Ferrum et termine les Terriers de la racine de fer.
The Toll Is Paid,The Toll Is Paid,Il pedaggio è pagato,Der Zoll ist entrichtet,Le péage est payé
Defeat the Drowned Tollkeeper and complete the Sunken Causeway.,Defeat the Drowned Tollkeeper and complete the Sunken Causeway.,Sconfiggi il Gabelliere Annegato e completa la Strada Sommersa.,Besiege den Ertrunkenen Zöllner und schließe den Versunkenen Damm ab.,Vaincs le Péager noyé et termine la Chaussée engloutie.
Keeper of the Lantern,Keeper of the Lantern,Custode della Lanterna,Hüter der Laterne,Gardien de la lanterne
Defeat the Lantern-Eater and complete the Lantern Vault.,Defeat the Lantern-Eater and complete the Lantern Vault.,Sconfiggi il Divoralanterne e completa la Cripta della Lanterna.,Besiege den Laternenfresser und schließe die Laternengruft ab.,Vaincs le Dévoreur de lanternes et termine la Crypte de la lanterne.
Ashes of the Abbot,Ashes of the Abbot,Le ceneri dell'Abate,Asche des Abtes,Cendres de l'Abbé
Defeat the Ash Abbot and complete the Ashen Monastery.,Defeat the Ash Abbot and complete the Ashen Monastery.,Sconfiggi l'Abate delle Ceneri e completa il Monastero delle Ceneri.,Besiege den Aschenabt und schließe das Aschenkloster ab.,Vaincs l'Abbé de cendres et termine le Monastère cendré.
Stars Shattered,Stars Shattered,Stelle infrante,Sterne zersplittert,Étoiles brisées
Defeat the Glasswing Astromancer and complete the Shattered Observatory.,Defeat the Glasswing Astromancer and complete the Shattered Observatory.,Sconfiggi l'Astromante Alacristallo e completa l'Osservatorio Infranto.,Besiege den Glasflügel-Astromanten und schließe das Zerschmetterte Observatorium ab.,Vaincs l'Astromancien aile-de-verre et termine l'Observatoire brisé.
Chimera Tamer,Chimera Tamer,Domatore di chimere,Chimärenbändiger,Dompteur de chimères
Defeat the Chimera Matron and complete the Umbral Menagerie.,Defeat the Chimera Matron and complete the Umbral Menagerie.,Sconfiggi la Matrona Chimera e completa il Serraglio Umbratile.,Besiege die Chimärenmatrone und schließe die Schattenmenagerie ab.,Vaincs la Matrone des chimères et termine la Ménagerie Ombreuse.
The Crownless Fall,The Crownless Fall,La caduta del senza corona,Der Fall des Kronlosen,La chute du sans-couronne
Defeat the Crownless Regent and complete the Crownless Citadel.,Defeat the Crownless Regent and complete the Crownless Citadel.,Sconfiggi il Reggente Senza Corona e completa la Cittadella Senza Corona.,Besiege den Kronlosen Regenten und schließe die Kronlose Zitadelle ab.,Vaincs le Régent sans couronne et termine la Citadelle sans couronne.
Heart of the Worldroot,Heart of the Worldroot,Il cuore della Radice del Mondo,Herz der Weltwurzel,Cœur de la Racine du Monde
Defeat the Heart's Custodian and complete the Worldroot Heart.,Defeat the Heart's Custodian and complete the Worldroot Heart.,Sconfiggi il Custode del Cuore e completa il Cuore della Radice del Mondo.,Besiege den Hüter des Herzens und schließe das Weltwurzelherz ab.,Vaincs le Custode du Cœur et termine le Cœur de la racine du monde.
Eclipse Ended,Eclipse Ended,Eclissi conclusa,Finsternis beendet,Éclipse terminée
Defeat the Hollow Star and complete the Eclipse Throne.,Defeat the Hollow Star and complete the Eclipse Throne.,Sconfiggi la Stella Vuota e completa il Trono dell'Eclissi.,Besiege den Hohlen Stern und schließe den Finsternisthron ab.,Vaincs l'Étoile creuse et termine le Trône de l'éclipse.
The Grove Stands Still,The Grove Stands Still,Il boschetto si ferma,Der Hain steht still,Le bosquet s'immobilise
Defeat Orrun the Walking Grove in March of the Rootbound.,Defeat Orrun the Walking Grove in March of the Rootbound.,"Sconfiggi Orrun, il Boschetto Errante, nella Marcia dei Radicati.","Besiege Orrun, den Wandelnden Hain, im Marsch der Wurzelgebundenen.","Vaincs Orrun, le Bosquet marchant, dans la Marche des Enracinés."
Silence the Drowned Bell,Silence the Drowned Bell,Zittisci la Campana Annegata,Bringe die Ertrunkene Glocke zum Schweigen,Faire taire la Cloche noyée
Defeat Nhalassa Bell Beneath the Tide in the Lightless Armada.,Defeat Nhalassa Bell Beneath the Tide in the Lightless Armada.,"Sconfiggi Nhalassa, Campana Sotto la Marea, nell'Armata Senza Luce.","Besiege Nhalassa, die Glocke unter der Flut, in der Lichtlosen Armada.","Vaincs Nhalassa, la Cloche sous la marée, dans l'Armada sans lumière."
Star-Eater Hunted,Star-Eater Hunted,Caccia alla Divorastelle,Sternenfresser erlegt,Dévoreur d'étoiles traqué
Defeat Veyra the Star-Eating Chimera in the Hunt of the Broken Sky.,Defeat Veyra the Star-Eating Chimera in the Hunt of the Broken Sky.,"Sconfiggi Veyra, la Chimera Divorastelle, nella Caccia del Cielo Infranto.","Besiege Veyra, die Sternenfressende Chimäre, in der Jagd des Zerbrochenen Himmels.","Vaincs Veyra, la Chimère dévoreuse d'étoiles, dans la Chasse du Ciel brisé."
Dawn Beyond the Last Road,Dawn Beyond the Last Road,L'alba oltre l'Ultima Via,Morgen jenseits des Letzten Weges,L'aube au-delà de la Dernière Route
Defeat Aster Null Eclipse Incarnate on the permanent Last Road raid.,Defeat Aster Null Eclipse Incarnate on the permanent Last Road raid.,"Sconfiggi Aster Null, Incarnazione dell'Eclissi, nel raid permanente dell'Ultima Via.","Besiege Aster Null, die verkörperte Finsternis, im permanenten Raid Der Letzte Weg.","Vaincs Aster Null, l'Éclipse incarnée, dans le raid permanent de la Dernière Route."
Foundations Shaken,Foundations Shaken,Fondamenta scosse,Fundamente erschüttert,Fondations ébranlées
"Defeat Basalt Oathkeeper on Floor 10, clear The Foundations, and earn +1 permanent hero slot.","Defeat Basalt Oathkeeper on Floor 10, clear The Foundations, and earn +1 permanent hero slot.","Sconfiggi il Custode del Giuramento di Basalto al Piano 10, supera Le Fondamenta e ottieni +1 posto eroe permanente.","Besiege den Basalt-Eidhüter auf Ebene 10, schließe Die Fundamente ab und erhalte +1 permanenten Heldenplatz.","Vaincs le Gardien du serment de basalte à l'Étage 10, termine Les Fondations et gagne +1 emplacement de héros permanent."
Above the Flood,Above the Flood,Sopra l'inondazione,Über der Flut,Au-dessus du déluge
"Defeat Bellwarden of the Drowned Step on Floor 20, clear The Flooded Stair, and earn +1 permanent hero slot.","Defeat Bellwarden of the Drowned Step on Floor 20, clear The Flooded Stair, and earn +1 permanent hero slot.","Sconfiggi il Custode della Campana del Gradino Sommerso al Piano 20, supera La Scala Allagata e ottieni +1 posto eroe permanente.","Besiege den Glockenwächter der Ertrunkenen Stufe auf Ebene 20, schließe Die Überflutete Treppe ab und erhalte +1 permanenten Heldenplatz.","Vaincs le Gardien de la Cloche de la Marche Noyée à l'Étage 20, termine L'Escalier inondé et gagne +1 emplacement de héros permanent."
Iron Boughs Broken,Iron Boughs Broken,Rami di ferro spezzati,Eisenäste zerbrochen,Branches de fer brisées
"Defeat Ferric Canopy Sovereign on Floor 30, clear The Iron Boughs, and earn +1 permanent hero slot.","Defeat Ferric Canopy Sovereign on Floor 30, clear The Iron Boughs, and earn +1 permanent hero slot.","Sconfiggi il Sovrano della Chioma Ferrica al Piano 30, supera I Rami di Ferro e ottieni +1 posto eroe permanente.","Besiege den Eisernen Blätterdach-Souverän auf Ebene 30, schließe Die Eisenäste ab und erhalte +1 permanenten Heldenplatz.","Vaincs le Souverain de la canopée ferrique à l'Étage 30, termine Les Rameaux de Fer et gagne +1 emplacement de héros permanent."
Lanterns Within Reach,Lanterns Within Reach,Lanterne a portata di mano,Laternen in Reichweite,Lanternes à portée de main
"Defeat Wickbound Pilgrim on Floor 40, clear The Lantern Reach, and earn +1 permanent hero slot.","Defeat Wickbound Pilgrim on Floor 40, clear The Lantern Reach, and earn +1 permanent hero slot.","Sconfiggi il Pellegrino Vincolato allo Stoppino al Piano 40, supera La Distesa delle Lanterne e ottieni +1 posto eroe permanente.","Besiege den Dochtgebundenen Pilger auf Ebene 40, schließe Die Laternenweite ab und erhalte +1 permanenten Heldenplatz.","Vaincs le Pèlerin lié à la mèche à l'Étage 40, termine L'Étendue des lanternes et gagne +1 emplacement de héros permanent."
Ashen Vault Opened,Ashen Vault Opened,Cripta cinerea aperta,Aschengruft geöffnet,Crypte cendrée ouverte
"Defeat Cinder Reliquary on Floor 50, clear The Ashen Vault, and earn +1 permanent hero slot.","Defeat Cinder Reliquary on Floor 50, clear The Ashen Vault, and earn +1 permanent hero slot.","Sconfiggi il Reliquiario di Brace al Piano 50, supera La Cripta Cinerea e ottieni +1 posto eroe permanente.","Besiege das Glutreliquiar auf Ebene 50, schließe Die Aschengruft ab und erhalte +1 permanenten Heldenplatz.","Vaincs le Reliquaire de braise à l'Étage 50, termine La Crypte cendrée et gagne +1 emplacement de héros permanent."
Stars Underfoot,Stars Underfoot,Stelle sotto i piedi,Sterne unter den Füßen,Étoiles sous les pieds
"Defeat Orrery Curator on Floor 60, clear The Star Gallery, and earn +1 permanent hero slot.","Defeat Orrery Curator on Floor 60, clear The Star Gallery, and earn +1 permanent hero slot.","Sconfiggi il Curatore del Planetario al Piano 60, supera La Galleria Stellare e ottieni +1 posto eroe permanente.","Besiege den Planetariumskurator auf Ebene 60, schließe Die Sternengalerie ab und erhalte +1 permanenten Heldenplatz.","Vaincs le Conservateur du planétaire à l'Étage 60, termine La Galerie des étoiles et gagne +1 emplacement de héros permanent."
Past the Chimera,Past the Chimera,Oltre la chimera,Vorbei an der Chimäre,Au-delà de la chimère
"Defeat Manymade Matriarch on Floor 70, earn +1 permanent hero slot, and unlock Echo Descent.","Defeat Manymade Matriarch on Floor 70, earn +1 permanent hero slot, and unlock Echo Descent.","Sconfiggi la Matriarca dalle Molte Forme al Piano 70, ottieni +1 posto eroe permanente e sblocca la Discesa dell'Eco.","Besiege die Vielgestaltige Matriarchin auf Ebene 70, erhalte +1 permanenten Heldenplatz und schalte den Echo-Abstieg frei.","Vaincs la Matriarche aux mille formes à l'Étage 70, gagne +1 emplacement de héros permanent et débloque la Descente d'Écho."
A Spire Uncrowned,A Spire Uncrowned,Una guglia senza corona,Eine kronlose Spitze,Une flèche sans couronne
"Defeat Empty Castellan on Floor 80, clear The Crownless Spire, and earn +1 permanent hero slot.","Defeat Empty Castellan on Floor 80, clear The Crownless Spire, and earn +1 permanent hero slot.","Sconfiggi il Castellano Vacuo al Piano 80, supera La Guglia Senza Corona e ottieni +1 posto eroe permanente.","Besiege den Leeren Kastellan auf Ebene 80, schließe Die Kronlose Turmspitze ab und erhalte +1 permanenten Heldenplatz.","Vaincs le Castellan vide à l'Étage 80, termine La Flèche sans couronne et gagne +1 emplacement de héros permanent."
Worldroot Crowned,Worldroot Crowned,La Radice del Mondo incoronata,Weltwurzel gekrönt,La Racine du Monde couronnée
"Defeat Heartbloom Colossus on Floor 90, clear The Worldroot Crown, and earn +1 permanent hero slot.","Defeat Heartbloom Colossus on Floor 90, clear The Worldroot Crown, and earn +1 permanent hero slot.","Sconfiggi il Colosso della Fioritura del Cuore al Piano 90, supera La Corona della Radice del Mondo e ottieni +1 posto eroe permanente.","Besiege den Herzblüten-Koloss auf Ebene 90, schließe Die Weltwurzelkrone ab und erhalte +1 permanenten Heldenplatz.","Vaincs le Colosse de la floraison du cœur à l'Étage 90, termine La Couronne de la racine du monde et gagne +1 emplacement de héros permanent."
At the Zenith,At the Zenith,Allo zenit,Am Zenit,Au zénith
"Defeat The Crown That Waits on Floor 100, conquer The Zenith, and earn +1 permanent hero slot.","Defeat The Crown That Waits on Floor 100, conquer The Zenith, and earn +1 permanent hero slot.","Sconfiggi La Corona che Attende al Piano 100, conquista Lo Zenit e ottieni +1 posto eroe permanente.","Besiege Die Wartende Krone auf Ebene 100, erobere Den Zenit und erhalte +1 permanenten Heldenplatz.","Vaincs La Couronne qui attend à l'Étage 100, conquiers Le Zénith et gagne +1 emplacement de héros permanent."
A Path Chosen,A Path Chosen,Un cammino scelto,Ein gewählter Pfad,Une voie choisie
Promote a hero from a base class to a specialized class.,Promote a hero from a base class to a specialized class.,Promuovi un eroe da una classe base a una classe specializzata.,Befördere einen Helden von einer Basisklasse zu einer spezialisierten Klasse.,Promeus un héros d'une classe de base vers une classe spécialisée.
Among the Elite,Among the Elite,Tra l'élite,Unter der Elite,Parmi l'élite
Promote a specialized hero to an elite class.,Promote a specialized hero to an elite class.,Promuovi un eroe specializzato a una classe elite.,Befördere einen spezialisierten Helden zu einer Eliteklasse.,Promeus un héros spécialisé vers une classe d'élite.
Ascendant,Ascendant,Ascendente,Aufstiegs,Ascendante
Choose an Ascension path for the first time.,Choose an Ascension path for the first time.,Scegli per la prima volta un percorso di Ascensione.,Wähle zum ersten Mal einen Aufstiegspfad.,Choisis une voie d'ascension pour la première fois.
Raidforged,Raidforged,Forgiato nei raid,Raidgeschmiedet,Forgé en raid
Complete the crafting of your first raid weapon.,Complete the crafting of your first raid weapon.,Completa la creazione della tua prima arma da raid.,Schließe die Herstellung deiner ersten Raid-Waffe ab.,Termine la fabrication de ta première arme de raid.
Greater Than the Sum,Greater Than the Sum,Più della somma delle parti,Mehr als die Summe,Plus que la somme
Equip a matching raid weapon and unique raid accessory to activate a set bonus.,Equip a matching raid weapon and unique raid accessory to activate a set bonus.,Equipaggia un'arma da raid e un accessorio da raid unico corrispondenti per attivare un bonus di set.,"Rüste eine passende Raid-Waffe und ein einzigartiges Raid-Accessoire aus, um einen Set-Bonus zu aktivieren.",Équipe une arme de raid et un accessoire de raid unique correspondants pour activer un bonus de set.
A New Companion,A New Companion,Un nuovo compagno,Ein neuer Begleiter,Un nouveau compagnon
Hatch your first pet.,Hatch your first pet.,Fai schiudere il tuo primo famiglio.,Lass deinen ersten Begleiter schlüpfen.,Fais éclore ton premier familier.
Tavern Perfected,Tavern Perfected,Taverna perfezionata,Taverne perfektioniert,Taverne perfectionnée
Max the permanent Tavern Capacity Refresh Speed and Offer Count upgrade tracks.,Max the permanent Tavern Capacity Refresh Speed and Offer Count upgrade tracks.,"Massimizza i percorsi di potenziamento permanenti di Capacità, Velocità di rinnovo e Numero di offerte della Taverna.","Maximiere die dauerhaften Verbesserungspfade der Taverne für Kapazität, Auffrischungstempo und Angebotsanzahl.","Maximise les voies d'amélioration permanentes de la Taverne : capacité, vitesse de renouvellement et nombre d'offres."
Workshop Perfected,Workshop Perfected,Laboratorio perfezionato,Werkstatt vollendet,Atelier perfectionné
Max the permanent Workshop Capacity and Speed upgrade tracks.,Max the permanent Workshop Capacity and Speed upgrade tracks.,Massimizza i percorsi di potenziamento permanenti di Capacità e Velocità del Laboratorio.,Maximiere die dauerhaften Verbesserungspfade der Werkstatt für Kapazität und Tempo.,Maximise les voies d'amélioration permanentes de l'Atelier : capacité et vitesse.
Fully Attuned,Fully Attuned,Pienamente sintonizzato,Vollständig eingestimmt,Pleinement accordé
Raise any hero to the maximum Echo Resonance rank.,Raise any hero to the maximum Echo Resonance rank.,Porta un eroe qualsiasi al grado massimo di Risonanza dell'Eco.,Bringe einen beliebigen Helden auf den maximalen Rang der Echo-Resonanz.,Amène n'importe quel héros au rang maximal de Résonance d'Écho.
Every Path Mastered,Every Path Mastered,Ogni cammino padroneggiato,Jeder Pfad gemeistert,Toutes les voies maîtrisées
Hold one hero of every elite class in your roster at the same time.,Hold one hero of every elite class in your roster at the same time.,Possiedi contemporaneamente un eroe di ogni classe élite.,Halte gleichzeitig je einen Helden jeder Eliteklasse in deinem Kader.,Possède simultanément un héros de chaque classe d'élite dans ton effectif.
Fortune Forged,Fortune Forged,Fortuna forgiata,Glück geschmiedet,Fortune forgée
"Earn 10,000,000 Coins from rewards and item sales.","Earn 10,000,000 Coins from rewards and item sales.",Guadagna 10.000.000 di Monete da ricompense e vendita di oggetti.,Verdiene 10.000.000 Münzen durch Belohnungen und Gegenstandsverkäufe.,Gagne 10 000 000 de Pièces grâce aux récompenses et à la vente d'objets.
Bane of Ten Thousand,Bane of Ten Thousand,Flagello di diecimila,Fluch der Zehntausend,Fléau des dix mille
"Defeat 10,000 monsters across Dungeons, Raids, the Tower, and Echo Descent.","Defeat 10,000 monsters across Dungeons, Raids, the Tower, and Echo Descent.","Sconfiggi 10.000 mostri tra Dungeon, Raid, la Torre e la Discesa dell'Eco.","Besiege 10.000 Monster in Verliesen, Raids, dem Turm und dem Echo-Abstieg.","Vaincs 10 000 monstres dans les Donjons, les Raids, la Tour et la Descente d'Écho."
Veteran Delver,Veteran Delver,Esploratore veterano,Tiefen-Veteran,Vétéran des profondeurs
Complete 100 dungeon cycles by clearing Slime Forest or defeating an objective boss.,Complete 100 dungeon cycles by clearing Slime Forest or defeating an objective boss.,Completa 100 cicli di dungeon superando la Foresta degli Slime o sconfiggendo un boss obiettivo.,"Schließe 100 Verlieszyklen ab, indem du den Slime-Wald bezwingst oder einen Zielboss besiegst.",Termine 100 cycles de donjon en achevant la Forêt des slimes ou en vainquant un boss d'objectif.
Veteran Raider,Veteran Raider,Incursore veterano,Raid-Veteran,Vétéran des raids
Win 100 permanent Raid runs. Last Road runway trials do not count.,Win 100 permanent Raid runs. Last Road runway trials do not count.,Vinci 100 raid permanenti. Le prove del percorso dell'Ultima Via non contano.,Gewinne 100 permanente Raid-Durchläufe. Die Anlaufprüfungen des Letzten Wegs zählen nicht.,Remporte 100 raids permanents. Les épreuves du parcours de la Dernière Route ne comptent pas.
Master Artisan,Master Artisan,Maestro artigiano,Meisterhandwerker,Maître artisan
Complete the crafting of 500 item outputs. Queued and cancelled jobs do not count.,Complete the crafting of 500 item outputs. Queued and cancelled jobs do not count.,Completa la creazione di 500 oggetti. I lavori in coda o annullati non contano.,Schließe die Herstellung von 500 Gegenständen ab. Eingereihte und abgebrochene Aufträge zählen nicht.,Termine la fabrication de 500 objets. Les travaux en file et annulés ne comptent pas.
Echo Unbound,Echo Unbound,Eco senza vincoli,Echo entfesselt,Écho délié
Gain 200 lifetime Echo Resonance ranks across your roster.,Gain 200 lifetime Echo Resonance ranks across your roster.,Ottieni 200 gradi di Risonanza dell'Eco a vita fra tutti i tuoi eroi.,Erlange insgesamt 200 Ränge Echo-Resonanz in deinem Kader.,Cumule 200 rangs de Résonance d'Écho sur l'ensemble de ton effectif.
CHECKPOINT MATERIALS,CHECKPOINT MATERIALS,MATERIALI DI CHECKPOINT,KONTROLLPUNKT-MATERIALIEN,MATÉRIAUX DE POINT DE CONTRÔLE
Every tenth floor (10-100) grants one checkpoint material (%s) on first clear - %s / 10 collected. These are saved toward a future final construction project once every checkpoint is cleared.,Every tenth floor (10-100) grants one checkpoint material (%s) on first clear - %s / 10 collected. These are saved toward a future final construction project once every checkpoint is cleared.,"Ogni decimo piano (10-100) concede un materiale di checkpoint (%s) al primo superamento - %s / 10 raccolti. Sono conservati per un futuro progetto di costruzione finale, una volta completati tutti i checkpoint.","Jede zehnte Ebene (10-100) gewährt beim ersten Abschluss ein Kontrollpunkt-Material (%s) - %s / 10 gesammelt. Diese werden für ein künftiges finales Bauprojekt aufbewahrt, sobald jeder Kontrollpunkt abgeschlossen ist.","Chaque dixième étage (10-100) accorde un matériau de point de contrôle (%s) à la première victoire - %s / 10 collectés. Ils sont conservés pour un futur projet de construction final, une fois tous les points de contrôle franchis."
Checkpoints: %s,Checkpoints: %s,Checkpoint: %s,Kontrollpunkte: %s,Points de contrôle : %s
%s / 10 checkpoint materials collected (%s) - saved for a future final construction project.,%s / 10 checkpoint materials collected (%s) - saved for a future final construction project.,%s / 10 materiali di checkpoint raccolti (%s) - conservati per un futuro progetto di costruzione finale.,%s / 10 Kontrollpunkt-Materialien gesammelt (%s) - für ein künftiges finales Bauprojekt aufbewahrt.,%s / 10 matériaux de point de contrôle récoltés (%s) - conservés pour un futur projet de construction final.
Tower Mist,Tower Mist,Nebbia della Torre,Turmnebel,Brume de la Tour
"Tower floors 71 and up add their own banded Mist on top of the difficulty curve, growing band by band toward the apex alongside the intended Echo Resonance rank for that floor. It works exactly like dungeon Mist: it directly adds enemy Evade, shown in the floor preview before you attempt it and through the same Mist badge and tooltip once the fight begins. Mist Reduction and Mist Damage counter it the same way they do in dungeons.","Tower floors 71 and up add their own banded Mist on top of the difficulty curve, growing band by band toward the apex alongside the intended Echo Resonance rank for that floor. It works exactly like dungeon Mist: it directly adds enemy Evade, shown in the floor preview before you attempt it and through the same Mist badge and tooltip once the fight begins. Mist Reduction and Mist Damage counter it the same way they do in dungeons.","I piani della Torre dal 71 in su aggiungono una propria Nebbia a bande sopra la curva di difficoltà, che cresce banda dopo banda verso l'apice insieme al grado di Risonanza dell'Eco previsto per quel piano. Funziona esattamente come la Nebbia dei dungeon: aggiunge direttamente Schivata ai nemici, mostrata nell'anteprima del piano prima del tentativo e tramite lo stesso indicatore e tooltip della Nebbia una volta iniziato lo scontro. Riduzione nebbia e Danno da nebbia la contrastano allo stesso modo dei dungeon.","Turmebenen ab 71 fügen der Schwierigkeitskurve einen eigenen, in Bänder unterteilten Nebel hinzu, der Band für Band bis zur Spitze anwächst — zusammen mit dem für diese Ebene vorgesehenen Echo-Resonanz-Rang. Er funktioniert genau wie der Nebel im Verlies: Er erhöht direkt das Ausweichen der Gegner, wird vor dem Versuch in der Ebenenvorschau angezeigt und nach Kampfbeginn über dieselbe Nebel-Markierung und denselben Tooltip. Nebelminderung und Nebelschaden wirken ihm genauso entgegen wie in Verliesen.","Les étages 71 et plus de la Tour ajoutent leur propre Brume par bandes en plus de la courbe de difficulté, croissant bande après bande jusqu'au sommet, en parallèle du rang de Résonance d'Écho prévu pour cet étage. Elle fonctionne exactement comme la Brume des donjons : elle ajoute directement de l'Esquive aux ennemis, indiquée dans l'aperçu de l'étage avant la tentative et via le même badge et la même infobulle de Brume une fois le combat lancé. La Réduction de brume et les Dégâts de brume la contrent de la même manière que dans les donjons."
Save Update Required,Save Update Required,Aggiornamento del salvataggio richiesto,Speicherstand-Update erforderlich,Mise à jour de la sauvegarde requise
"This save was created by a newer version of the game (save version %d; this build supports up to %d). Your save files were left unchanged, and saving and cloud restore are paused to protect your progress. Update the game, then reopen it. Do not uninstall the game or clear its data.","This save was created by a newer version of the game (save version %d; this build supports up to %d). Your save files were left unchanged, and saving and cloud restore are paused to protect your progress. Update the game, then reopen it. Do not uninstall the game or clear its data.","Questo salvataggio è stato creato da una versione più recente del gioco (versione salvataggio %d; questa build supporta fino alla %d). I file di salvataggio non sono stati modificati e il salvataggio e il ripristino dal cloud sono sospesi per proteggere i tuoi progressi. Aggiorna il gioco, quindi riaprilo. Non disinstallare il gioco e non cancellarne i dati.","Dieser Speicherstand wurde von einer neueren Spielversion erstellt (Speicherstand-Version %d; dieser Build unterstützt bis zu %d). Deine Speicherdateien wurden nicht verändert, und Speichern sowie Cloud-Wiederherstellung sind pausiert, um deinen Fortschritt zu schützen. Aktualisiere das Spiel und öffne es dann erneut. Deinstalliere das Spiel nicht und lösche seine Daten nicht.","Cette sauvegarde a été créée par une version plus récente du jeu (version de sauvegarde %d ; cette version prend en charge jusqu'à %d). Tes fichiers de sauvegarde n'ont pas été modifiés, et l'enregistrement ainsi que la restauration cloud sont suspendus pour protéger ta progression. Mets le jeu à jour, puis rouvre-le. Ne désinstalle pas le jeu et n'efface pas ses données."
Save Version Unsupported,Save Version Unsupported,Versione del salvataggio non supportata,Speicherstandversion nicht unterstützt,Version de sauvegarde non prise en charge
"This save uses an older format that this build cannot safely migrate (save version %d; supported versions are %d-%d). Your save files were left unchanged, and saving and cloud restore are paused to protect your progress. Contact support before reinstalling or clearing app data.","This save uses an older format that this build cannot safely migrate (save version %d; supported versions are %d-%d). Your save files were left unchanged, and saving and cloud restore are paused to protect your progress. Contact support before reinstalling or clearing app data.",Questo salvataggio usa un formato precedente che questa build non può migrare in sicurezza (versione salvataggio %d; versioni supportate %d-%d). I file di salvataggio non sono stati modificati e il salvataggio e il ripristino dal cloud sono sospesi per proteggere i tuoi progressi. Contatta l'assistenza prima di reinstallare o cancellare i dati dell'app.,"Dieser Speicherstand nutzt ein älteres Format, das dieser Build nicht sicher migrieren kann (Speicherstand-Version %d; unterstützt werden die Versionen %d-%d). Deine Speicherdateien wurden nicht verändert, und Speichern sowie Cloud-Wiederherstellung sind pausiert, um deinen Fortschritt zu schützen. Wende dich an den Support, bevor du die App neu installierst oder ihre Daten löschst.","Cette sauvegarde utilise un ancien format que cette version ne peut pas migrer en toute sécurité (version de sauvegarde %d ; versions prises en charge : %d-%d). Tes fichiers de sauvegarde n'ont pas été modifiés, et l'enregistrement ainsi que la restauration cloud sont suspendus pour protéger ta progression. Contacte l'assistance avant de réinstaller l'application ou d'effacer ses données."
Apex level: +1 hero capacity,Apex level: +1 hero capacity,Livello Apex: +1 capacità eroi,Apex-Stufe: +1 Heldenkapazität,Niveau Apex : +1 capacité de héros
Apex level: +10% arrival speed,Apex level: +10% arrival speed,Livello Apex: +10% velocità degli arrivi,Apex-Stufe: +10% Ankunftstempo,Niveau Apex : +10% de vitesse d'arrivée
Apex level: +1 crafting queue slot,Apex level: +1 crafting queue slot,Livello Apex: +1 slot della coda di creazione,Apex-Stufe: +1 Platz in der Handwerks-Warteschlange,Niveau Apex : +1 emplacement dans la file d'artisanat
Apex level: +10% crafting speed,Apex level: +10% crafting speed,Livello Apex: +10% velocità di creazione,Apex-Stufe: +10% Handwerkstempo,Niveau Apex : +10% de vitesse d'artisanat
Apex level: %s slots · %s%% Legendary,Apex level: %s slots · %s%% Legendary,Livello Apex: %s posti · %s%% Leggendario,Apex-Stufe: %s Plätze · %s%% Legendär,Niveau Apex : %s emplacements · %s%% Légendaire
Stats,Stats,Statistiche,Werte,Stats
Current fight statistics,Current fight statistics,Statistiche dello scontro attuale,Statistiken des aktuellen Kampfes,Statistiques du combat actuel
Successful encounter records,Successful encounter records,Primati degli scontri vinti,Rekorde gewonnener Begegnungen,Records des rencontres réussies
