keys,en,it,de,fr
Orrery Curator,Orrery Curator,Curatore del Planetario,Planetariumskurator,Conservateur du Planétaire
The immortal curator who keeps every brass world turning on its appointed path.,The immortal curator who keeps every brass world turning on its appointed path.,Il curatore immortale che mantiene ogni mondo d'ottone in rotazione lungo il percorso assegnato.,"Der unsterbliche Kurator, der jede Messingwelt auf ihrer zugewiesenen Bahn in Bewegung hält.",Le conservateur immortel qui maintient chaque monde de laiton sur sa trajectoire assignée.
Prismhide Prowler,Prismhide Prowler,Predatore dalla Pelle Prismatica,Prismenhaut-Schleicher,Rôdeur à la Peau Prismatique
A gallery predator whose glass hide already reflects several incompatible beasts.,A gallery predator whose glass hide already reflects several incompatible beasts.,"Un predatore della galleria, la cui pelle di vetro riflette già diverse bestie incompatibili.","Ein Galerie-Raubtier, dessen Glashaut bereits mehrere unvereinbare Bestien spiegelt.",Un prédateur de la galerie dont la peau de verre reflète déjà plusieurs bêtes incompatibles.
Orbitbone Sentinel,Orbitbone Sentinel,Sentinella d'Ossa Orbitanti,Orbitknochen-Schildwache,Sentinelle aux Os Orbitaux
A sentinel assembled around a revolving cage of borrowed celestial bones.,A sentinel assembled around a revolving cage of borrowed celestial bones.,Una sentinella assemblata attorno a una gabbia rotante di ossa celesti prese in prestito.,"Eine Schildwache, zusammengesetzt um einen kreisenden Käfig aus geliehenen Himmelsknochen.",Une sentinelle assemblée autour d'une cage tournante d'os célestes empruntés.
Starglass Stitcher,Starglass Stitcher,Suturatore di Vetrostellare,Sternenglas-Näher,Ravaudeur de Verre Stellaire
A quick surgeon joining scraps of star-glass hide into unfinished hunters.,A quick surgeon joining scraps of star-glass hide into unfinished hunters.,Un rapido chirurgo che unisce brandelli di pelle di vetrostellare in cacciatori incompiuti.,"Ein schneller Chirurg, der Fetzen von Sternenglashaut zu unfertigen Jägern zusammenfügt.",Un chirurgien rapide qui assemble des lambeaux de peau de verre stellaire en chasseurs inachevés.
Many-Eyed Astromancer,Many-Eyed Astromancer,Astromante dai Molti Occhi,Vieläugiger Astromant,Astromancien aux Nombreux Yeux
A malformed observer whose clustered eyes each follow a different possible prey.,A malformed observer whose clustered eyes each follow a different possible prey.,"Un osservatore deforme, i cui occhi ammassati seguono ciascuno una diversa preda possibile.","Ein missgestalteter Beobachter, dessen gebündelte Augen je einer anderen möglichen Beute folgen.",Un observateur difforme dont les yeux en grappe suivent chacun une proie possible différente.
Patchstar Hound,Patchstar Hound,Segugio Stellacucita,Flickstern-Hund,Limier Étoile-Rapiécée
A hound sewn from shadow pelts and a bright fragment of something once celestial.,A hound sewn from shadow pelts and a bright fragment of something once celestial.,Un segugio cucito con pelli d'ombra e un frammento luminoso di qualcosa un tempo celeste.,"Ein Hund, genäht aus Schattenfellen und einem hellen Fragment von etwas einst Himmlischem.",Un limier cousu de peaux d'ombre et d'un fragment lumineux de quelque chose jadis céleste.
Umbral Graftling,Umbral Graftling,Innesto Umbratile,Schattenpfröpfling,Greffon Ombreux
A new graft learning which of its many limbs can best survive the climb.,A new graft learning which of its many limbs can best survive the climb.,Un nuovo innesto che impara quale dei suoi molti arti sappia resistere meglio all'ascesa.,"Ein neuer Pfropfling, der lernt, welche seiner vielen Gliedmaßen den Aufstieg am besten übersteht.",Une greffe nouvelle qui apprend lequel de ses nombreux membres survivra le mieux à l'ascension.
Chimeric Talon,Chimeric Talon,Artiglio Chimerico,Chimärische Klaue,Serre chimérique
A single enormous hunting claw carried forward by a nest of lesser legs.,A single enormous hunting claw carried forward by a nest of lesser legs.,"Un unico enorme artiglio da caccia, portato avanti da un nido di zampe minori.","Eine einzige gewaltige Jagdklaue, vorangetragen von einem Nest geringerer Beine.","Une unique griffe de chasse énorme, portée en avant par un nid de pattes mineures."
Suturewing Horror,Suturewing Horror,Orrore Alacucita,Nahtflügel-Schrecken,Horreur Aile-Suturée
A stitched horror dragging mismatched wings that beat in hostile rhythms.,A stitched horror dragging mismatched wings that beat in hostile rhythms.,"Un orrore cucito che trascina ali spaiate, battute secondo ritmi ostili.","Ein zusammengenähter Schrecken, der unpassende Flügel schleppt, die in feindlichen Rhythmen schlagen.",Une horreur cousue traînant des ailes dépareillées qui battent selon des rythmes hostiles.
Broodwalk Stalker,Broodwalk Stalker,Predatore del Cammino della Covata,Brutgang-Pirscher,Traqueur de l'Allée de la Couvée
A many-backed stalker guarding the last passage to its maker's chamber.,A many-backed stalker guarding the last passage to its maker's chamber.,Un predatore dai molti dorsi che sorveglia l'ultimo passaggio verso la camera della propria creatrice.,"Ein vielrückiger Pirscher, der den letzten Zugang zur Kammer seiner Erschafferin bewacht.",Un traqueur aux multiples échines gardant le dernier passage vers la chambre de sa créatrice.
Manymade Matriarch,Manymade Matriarch,Matriarca dalle Molte Forme,Vielgestaltige Matriarchin,Matriarche aux mille formes
"The mother of assembled bloodlines, perfected through generations made by hand.","The mother of assembled bloodlines, perfected through generations made by hand.","La madre di stirpi assemblate, perfezionata attraverso generazioni create a mano.","Die Mutter zusammengesetzter Blutlinien, vervollkommnet durch von Hand geschaffene Generationen.","La mère des lignées assemblées, perfectionnée à travers des générations faites à la main."
Vacant Vanguard,Vacant Vanguard,Avanguardia Vacante,Verlassene Vorhut,Avant-garde Vacante
An empty suit still holding the first defensive line of the crownless spire.,An empty suit still holding the first defensive line of the crownless spire.,Un'armatura vuota che presidia ancora la prima linea difensiva della guglia senza corona.,"Eine leere Rüstung, die noch immer die erste Verteidigungslinie der kronlosen Turmspitze hält.",Une armure vide tenant encore la première ligne de défense de la flèche sans couronne.
Bannerless Marshal,Bannerless Marshal,Maresciallo Senza Stendardo,Bannerloser Marschall,Maréchal Sans Bannière
A marshal commanding formations beneath a pole from which every banner was cut.,A marshal commanding formations beneath a pole from which every banner was cut.,Un maresciallo che comanda le formazioni sotto un'asta dalla quale ogni stendardo è stato reciso.,"Ein Marschall, der Formationen unter einer Stange befehligt, von der jedes Banner geschnitten wurde.",Un maréchal commandant les formations sous une hampe dont chaque bannière a été tranchée.
Hollow Stair Knight,Hollow Stair Knight,Cavaliere della Scala Vuota,Hohler Treppenritter,Chevalier Creux de l'Escalier
A disciplined shell that patrols the narrow stair without rest or occupant.,A disciplined shell that patrols the narrow stair without rest or occupant.,Un guscio disciplinato che pattuglia la stretta scala senza riposo né occupante.,"Eine disziplinierte Hülle, die die schmale Treppe ohne Rast und ohne Insassen patrouilliert.",Une coque disciplinée qui patrouille l'escalier étroit sans repos ni occupant.
Sealbound Castellan,Sealbound Castellan,Castellano Vincolato ai Sigilli,Siegelgebundener Kastellan,Castellan Lié aux Sceaux
A castellan held upright by the very seals it was ordered to defend.,A castellan held upright by the very seals it was ordered to defend.,Un castellano tenuto in piedi dagli stessi sigilli che gli fu ordinato di difendere.,"Ein Kastellan, aufrecht gehalten von genau den Siegeln, die er verteidigen sollte.",Un castellan maintenu debout par les sceaux mêmes qu'il avait ordre de défendre.
Crown-Eater,Crown-Eater,Divoracorone,Kronenfresser,Dévoreur de couronnes
A siege shade that devours every false crown carried into the spire.,A siege shade that devours every false crown carried into the spire.,Un'ombra d'assedio che divora ogni falsa corona portata nella guglia.,"Ein Belagerungsschatten, der jede falsche Krone verschlingt, die in die Turmspitze getragen wird.",Une ombre de siège qui dévore chaque fausse couronne portée dans la flèche.
Empty Court Duelist,Empty Court Duelist,Duellante della Corte Vuota,Duellant des leeren Hofes,Duelliste de la Cour Vide
A peerless duelist continuing a tournament whose court vanished centuries ago.,A peerless duelist continuing a tournament whose court vanished centuries ago.,Un duellante senza pari che prosegue un torneo la cui corte scomparve secoli fa.,"Ein unvergleichlicher Duellant, der ein Turnier fortsetzt, dessen Hof vor Jahrhunderten verschwand.",Un duelliste sans égal poursuivant un tournoi dont la cour a disparu il y a des siècles.
Black Parapet Watcher,Black Parapet Watcher,Vedetta del Parapetto Nero,Beobachter der schwarzen Brüstung,Guetteur du Parapet Noir
A long-range watcher outlined against the spire's lightless upper air.,A long-range watcher outlined against the spire's lightless upper air.,"Una vedetta a lunga distanza, stagliata contro l'aria priva di luce sopra la guglia.","Ein Fernbeobachter, der sich gegen die lichtlose Höhenluft der Turmspitze abzeichnet.",Un guetteur à longue portée découpé sur l'air sans lumière au sommet de la flèche.
Throneless Adjudicator,Throneless Adjudicator,Giudice Senza Trono,Thronloser Richter,Juge Sans Trône
An armored judge pronouncing sentences in the name of a throne that never existed.,An armored judge pronouncing sentences in the name of a throne that never existed.,Un giudice in armatura che pronuncia sentenze in nome di un trono mai esistito.,"Ein gepanzerter Richter, der Urteile im Namen eines Throns spricht, der nie existierte.",Un juge cuirassé prononçant des sentences au nom d'un trône qui n'a jamais existé.
Last Bastion Shade,Last Bastion Shade,Ombra dell'Ultimo Bastione,Schatten der letzten Bastion,Ombre du Dernier Bastion
The shadow cast by the citadel's final wall after the wall itself fell away.,The shadow cast by the citadel's final wall after the wall itself fell away.,L'ombra proiettata dall'ultima muraglia della cittadella dopo la scomparsa della muraglia stessa.,"Der Schatten der letzten Mauer der Zitadelle, nachdem die Mauer selbst gefallen war.",L'ombre projetée par l'ultime muraille de la citadelle après la disparition de la muraille elle-même.
Empty Castellan,Empty Castellan,Castellano Vacuo,Leerer Kastellan,Castellan Vide
"The perfected vacancy at the spire's center, wearing a fortress as its armor.","The perfected vacancy at the spire's center, wearing a fortress as its armor.","Il vuoto perfetto al centro della guglia, che indossa una fortezza come armatura.","Die vollendete Leere im Zentrum der Turmspitze, die eine Festung als Rüstung trägt.","Le vide parfait au centre de la flèche, portant une forteresse en guise d'armure."
Vein-Crowned Behemoth,Vein-Crowned Behemoth,Colosso Incoronato di Vene,Adergekrönter Behemoth,Béhémoth Couronné de Veines
A massive root beast crowned by pulsing veins of royal golden sap.,A massive root beast crowned by pulsing veins of royal golden sap.,"Un'enorme bestia di radici, incoronata da vene pulsanti di linfa dorata e regale.","Ein massiges Wurzelbiest, gekrönt von pulsierenden Adern königlich goldenen Safts.",Une bête-racine massive couronnée de veines palpitantes de sève dorée et royale.
Sapthrone Oracle,Sapthrone Oracle,Oracolo del Trono di Linfa,Saftthron-Orakel,Oracle du Trône de Sève
"An oracle grown around a wooden throne, drinking answers directly from the root.","An oracle grown around a wooden throne, drinking answers directly from the root.","Un oracolo cresciuto attorno a un trono di legno, che beve le risposte direttamente dalla radice.","Ein Orakel, um einen hölzernen Thron gewachsen, das Antworten unmittelbar aus der Wurzel trinkt.","Un oracle qui a poussé autour d'un trône de bois, buvant les réponses directement à la racine."
Heartroot Knight,Heartroot Knight,Cavaliere della Radice del Cuore,Herzwurzel-Ritter,Chevalier Racine-du-Cœur
A compact guardian carved from the hardest tissue surrounding the Worldroot's heart.,A compact guardian carved from the hardest tissue surrounding the Worldroot's heart.,"Un guardiano compatto, scolpito nel tessuto più duro che circonda il cuore della Radice del Mondo.","Ein kompakter Wächter, geschnitzt aus dem härtesten Gewebe rund um das Herz der Weltwurzel.","Un gardien compact, taillé dans le tissu le plus dur entourant le cœur de la Racine du Monde."
Bloomvein Beast,Bloomvein Beast,Bestia della Vena Fiorita,Blütenader-Biest,Bête aux Veines Fleuries
A charging knot of root whose opened wounds flower before they can bleed.,A charging knot of root whose opened wounds flower before they can bleed.,"Un nodo di radici alla carica, le cui ferite aperte sbocciano prima di sanguinare.","Ein stürmender Wurzelknoten, dessen offene Wunden erblühen, bevor sie bluten können.","Un nœud de racines à la charge, dont les plaies ouvertes fleurissent avant de saigner."
Crownwood Augur,Crownwood Augur,Augure del Legno della Corona,Kronenholz-Augur,Augure du Bois de la Couronne
A many-ringed augur interpreting tremors from the crown at the Tower's summit.,A many-ringed augur interpreting tremors from the crown at the Tower's summit.,Un augure dai molti anelli che interpreta i tremori provenienti dalla corona sulla vetta della Torre.,"Ein vielringiger Augur, der die Erschütterungen der Krone auf der Turmspitze deutet.",Un augure aux nombreux anneaux qui interprète les tremblements venus de la couronne au sommet de la Tour.
Pulsebark Guardian,Pulsebark Guardian,Guardiano della Corteccia Pulsante,Pulsrinden-Wächter,Gardien à l'Écorce Palpitante
A plated guardian whose bark beats in time with the root chamber around it.,A plated guardian whose bark beats in time with the root chamber around it.,"Un guardiano corazzato, la cui corteccia pulsa al ritmo della camera di radici che lo circonda.","Ein gepanzerter Wächter, dessen Rinde im Takt der ihn umgebenden Wurzelkammer schlägt.",Un gardien cuirassé dont l'écorce bat au rythme de la chambre de racines qui l'entoure.
Royal Mycelium,Royal Mycelium,Micelio Regale,Königliches Myzel,Mycélium Royal
A regal fungal intelligence carrying commands between the Crown's deepest roots.,A regal fungal intelligence carrying commands between the Crown's deepest roots.,Un'intelligenza fungina regale che trasmette ordini tra le radici più profonde della Corona.,"Eine königliche Pilzintelligenz, die Befehle zwischen den tiefsten Wurzeln der Krone trägt.",Une intelligence fongique royale qui porte les ordres entre les racines les plus profondes de la Couronne.
Bloodsap Cantor,Bloodsap Cantor,Cantore della Linfa Sanguigna,Blutsaft-Kantor,Chantre de Sève Sanglante
A root singer whose slow hymn sends red sap surging through nearby growth.,A root singer whose slow hymn sends red sap surging through nearby growth.,"Un cantore delle radici, il cui lento inno fa scorrere linfa rossa nella vegetazione vicina.","Ein Wurzelsänger, dessen langsamer Hymnus roten Saft durch den nahen Wuchs treibt.",Un chantre des racines dont l'hymne lent fait affluer la sève rouge dans la végétation proche.
Worldroot Scion,Worldroot Scion,Rampollo della Radice del Mondo,Weltwurzel-Spross,Rejeton de la Racine du Monde
A young offshoot strong enough to inherit the whole living crown if left unchallenged.,A young offshoot strong enough to inherit the whole living crown if left unchallenged.,Un giovane germoglio abbastanza forte da ereditare l'intera corona vivente se lasciato incontrastato.,"Ein junger Ableger, stark genug, die gesamte lebende Krone zu erben, wenn ihn niemand herausfordert.",Un jeune rejeton assez fort pour hériter de toute la couronne vivante si nul ne le défie.
Heartbloom Colossus,Heartbloom Colossus,Colosso della Fioritura del Cuore,Herzblüten-Koloss,Colosse de la Floraison du Cœur
A colossal flowering heart that closes the Worldroot around every intruder.,A colossal flowering heart that closes the Worldroot around every intruder.,Un colossale cuore in fiore che serra la Radice del Mondo attorno a ogni intruso.,"Ein kolossales blühendes Herz, das die Weltwurzel um jeden Eindringling schließt.",Un cœur colossal en fleur qui referme la Racine du Monde autour de chaque intrus.
Zenith Herald,Zenith Herald,Araldo dello Zenit,Zenitherold,Héraut du zénith
"The first voice of the summit, announcing challengers to an audience of empty sky.","The first voice of the summit, announcing challengers to an audience of empty sky.","La prima voce della vetta, che annuncia gli sfidanti a un pubblico di cielo vuoto.","Die erste Stimme der Spitze, die Herausforderer einem Publikum aus leerem Himmel ankündigt.","La première voix du sommet, annonçant les prétendants à une audience de ciel vide."
Dawn-Ash Seal,Dawn-Ash Seal,Sigillo di Cenere dell'Alba,Morgenaschen-Siegel,Sceau de cendre de l'aube
A bright prison seal preserving the ash of a dawn that never reached the summit.,A bright prison seal preserving the ash of a dawn that never reached the summit.,Un luminoso sigillo di prigionia che conserva la cenere di un'alba mai giunta alla vetta.,"Ein helles Kerkersiegel, das die Asche eines Morgenrots bewahrt, das die Spitze nie erreichte.",Un sceau de prison lumineux préservant la cendre d'une aube qui n'a jamais atteint le sommet.
Eventide Seal,Eventide Seal,Sigillo del Vespro,Abendrot-Siegel,Sceau de la tombée du soir
A flowing seal holding the last blue instant between daylight and eclipse.,A flowing seal holding the last blue instant between daylight and eclipse.,Un sigillo fluido che trattiene l'ultimo istante azzurro tra luce del giorno ed eclissi.,"Ein fließendes Siegel, das den letzten blauen Augenblick zwischen Tageslicht und Finsternis festhält.",Un sceau fluide retenant le dernier instant bleu entre la lumière du jour et l'éclipse.
Silent Meridian,Silent Meridian,Meridiano Silente,Stiller Meridian,Méridien Silencieux
"A black meridian drawn upright through the Zenith, countering every careless crossing.","A black meridian drawn upright through the Zenith, countering every careless crossing.","Un meridiano nero tracciato verticalmente nello Zenit, che contrasta ogni attraversamento imprudente.","Ein schwarzer Meridian, senkrecht durch den Zenit gezogen, der jede unachtsame Überquerung kontert.","Un méridien noir tracé à la verticale à travers le Zénith, ripostant à chaque traversée imprudente."
Root of Noon,Root of Noon,Radice del Mezzogiorno,Wurzel des Mittags,Racine de midi
A plated solar root pinning the unmoving light of noon to the summit floor.,A plated solar root pinning the unmoving light of noon to the summit floor.,Una radice solare corazzata che inchioda al pavimento della vetta la luce immobile del mezzogiorno.,"Eine gepanzerte Sonnenwurzel, die das unbewegte Licht des Mittags an den Boden der Spitze heftet.",Une racine solaire cuirassée qui cloue au sol du sommet la lumière immobile de midi.
Lastlight Gaoler,Lastlight Gaoler,Carceriere dell'Ultimaluce,Letztlicht-Kerkermeister,Geôlier de la Dernière Lueur
A final gaoler carrying the captured light of every lower wing in its armor.,A final gaoler carrying the captured light of every lower wing in its armor.,Un ultimo carceriere che porta nella propria armatura la luce catturata di tutte le ali inferiori.,"Ein letzter Kerkermeister, der das gefangene Licht aller unteren Flügel in seiner Rüstung trägt.",Un ultime geôlier portant dans son armure la lumière capturée de toutes les ailes inférieures.
Eclipse Witness,Eclipse Witness,Testimone dell'Eclissi,Zeuge der Finsternis,Témoin de l'Éclipse
A burning witness that remembers every company broken beneath the waiting crown.,A burning witness that remembers every company broken beneath the waiting crown.,Un testimone ardente che ricorda ogni compagnia spezzata sotto la corona in attesa.,"Ein brennender Zeuge, der sich an jede Gesellschaft erinnert, die unter der wartenden Krone zerbrach.",Un témoin ardent qui se souvient de chaque compagnie brisée sous la couronne qui attend.
Crownshadow Seraph,Crownshadow Seraph,Serafino dell'Ombra della Corona,Kronenschatten-Seraph,Séraphin de l'Ombre de la Couronne
A winged shadow cast downward by a crown no ordinary light can reveal.,A winged shadow cast downward by a crown no ordinary light can reveal.,Un'ombra alata proiettata verso il basso da una corona che nessuna luce comune può rivelare.,"Ein geflügelter Schatten, herabgeworfen von einer Krone, die kein gewöhnliches Licht enthüllen kann.",Une ombre ailée projetée vers le bas par une couronne qu'aucune lumière ordinaire ne peut révéler.
Waiting Thronekeeper,Waiting Thronekeeper,Custode del Trono in Attesa,Wartender Thronhüter,Gardien du Trône en Attente
"The last keeper before the throne, motionless until the ascent is nearly complete.","The last keeper before the throne, motionless until the ascent is nearly complete.","L'ultimo custode prima del trono, immobile finché l'ascesa non è quasi compiuta.","Der letzte Hüter vor dem Thron, reglos, bis der Aufstieg fast vollendet ist.","Le dernier gardien avant le trône, immobile jusqu'à ce que l'ascension soit presque achevée."
The Crown That Waits,The Crown That Waits,La Corona che Attende,Die wartende Krone,La Couronne qui Attend
The will at the end of ascent: a patient crown that has measured every step below.,The will at the end of ascent: a patient crown that has measured every step below.,La volontà al termine dell'ascesa: una corona paziente che ha misurato ogni gradino sottostante.,"Der Wille am Ende des Aufstiegs: eine geduldige Krone, die jede Stufe darunter vermessen hat.",La volonté au terme de l'ascension : une couronne patiente qui a mesuré chaque marche en contrebas.
Crownfall Edict,Crownfall Edict,Editto della Corona Cadente,Edikt des Kronensturzes,Édit de la Chute de la Couronne
A balanced wave of royal magic strikes the whole party and leaves a modest vulnerability.,A balanced wave of royal magic strikes the whole party and leaves a modest vulnerability.,Un'onda equilibrata di magia regale colpisce l'intero gruppo e lascia una moderata vulnerabilità.,Eine ausgewogene Welle königlicher Magie trifft die gesamte Gruppe und hinterlässt eine mäßige Verwundbarkeit.,Une vague équilibrée de magie royale frappe tout le groupe et laisse une vulnérabilité modérée.
Floor %s in progress,Floor %s in progress,Piano %s in corso,Ebene %s läuft,Étage %s en cours
Apex conquered,Apex conquered,Vetta conquistata,Gipfel erobert,Sommet conquis
Floor %s ready,Floor %s ready,Piano %s pronto,Ebene %s bereit,Étage %s prêt
Floor %s / %s,Floor %s / %s,Piano %s / %s,Ebene %s / %s,Étage %s / %s
Tier %s floor,Tier %s floor,Piano di grado %s,Ebene von Grad %s,Étage de palier %s
Tier %s checkpoint boss,Tier %s checkpoint boss,Boss del checkpoint di grado %s,Kontrollpunkt-Boss von Grad %s,Boss du point de contrôle de palier %s
%s | Seals remaining: %s | Zenith pulse: %s%%,%s | Seals remaining: %s | Zenith pulse: %s%%,%s | Sigilli rimanenti: %s | Impulso dello Zenit: %s%%,%s | Verbleibende Siegel: %s | Zenit-Impuls: %s%%,%s | Sceaux restants : %s | Impulsion du Zénith : %s%%
Floor %s/%s | Kills %s | Deaths %s | XP %s | Two-pet limit,Floor %s/%s | Kills %s | Deaths %s | XP %s | Two-pet limit,Piano %s/%s | Uccisioni %s | Morti %s | PE %s | Limite di due famigli,Ebene %s/%s | Tötungen %s | Tode %s | EP %s | Zwei-Begleiter-Limit,Étage %s/%s | Éliminations %s | Morts %s | XP %s | Limite de deux familiers
[color=yellow]The ascent was abandoned. Floor progress is unchanged.[/color],[color=yellow]The ascent was abandoned. Floor progress is unchanged.[/color],[color=yellow]L'ascesa è stata abbandonata. I progressi dei piani restano invariati.[/color],[color=yellow]Der Aufstieg wurde abgebrochen. Der Ebenenfortschritt bleibt unverändert.[/color],[color=yellow]L'ascension a été abandonnée. La progression des étages est inchangée.[/color]
[color=yellow]Zenith Pulse: the Twin Bond limits the blast to %s%% maximum HP.[/color],[color=yellow]Zenith Pulse: the Twin Bond limits the blast to %s%% maximum HP.[/color],[color=yellow]Impulso dello Zenit: il Legame Gemello limita l'esplosione al %s%% dei PV massimi.[/color],[color=yellow]Zenit-Impuls: die Zwillingsbindung begrenzt die Explosion auf %s%% der maximalen LP.[/color],[color=yellow]Impulsion du Zénith : le Lien Jumeau limite l'explosion à %s%% des PV maximum.[/color]
[color=yellow]Tower floor %s cleared.[/color],[color=yellow]Tower floor %s cleared.[/color],[color=yellow]Piano %s della Torre superato.[/color],[color=yellow]Turmebene %s geschafft.[/color],[color=yellow]Étage %s de la Tour franchi.[/color]
[color=yellow]The party fell on floor %s. The step remains ready for another attempt.[/color],[color=yellow]The party fell on floor %s. The step remains ready for another attempt.[/color],[color=yellow]Il gruppo è caduto al piano %s. Il gradino resta pronto per un altro tentativo.[/color],[color=yellow]Die Gruppe fiel auf Ebene %s. Die Stufe bleibt für einen weiteren Versuch bereit.[/color],[color=yellow]Le groupe est tombé à l'étage %s. La marche reste prête pour une nouvelle tentative.[/color]
"[color=yellow]This floor is paced for Echo Resonance Rank %s / %s across the whole formation. Raise your heroes' Resonance and gear, then try again.[/color]","[color=yellow]This floor is paced for Echo Resonance Rank %s / %s across the whole formation. Raise your heroes' Resonance and gear, then try again.[/color]","[color=yellow]Questo piano è calibrato per il Grado di Risonanza dell'Eco %s / %s sull'intera formazione. Aumenta la Risonanza e l'equipaggiamento dei tuoi eroi, poi riprova.[/color]",[color=yellow]Diese Ebene ist auf Echo-Resonanz-Rang %s / %s über die gesamte Formation abgestimmt. Steigere Resonanz und Ausrüstung deiner Helden und versuche es erneut.[/color],"[color=yellow]Cet étage est calibré pour un Rang de Résonance d'Écho de %s / %s sur toute la formation. Augmente la Résonance et l'équipement de tes héros, puis réessaie.[/color]"
"[color=yellow]This floor expects formation-average Echo Resonance Rank %s / %s. Echo Pressure strengthened the enemies because the selected formation averaged Rank %s. Raise Resonance, then try again.[/color]","[color=yellow]This floor expects formation-average Echo Resonance Rank %s / %s. Echo Pressure strengthened the enemies because the selected formation averaged Rank %s. Raise Resonance, then try again.[/color]","[color=yellow]Questo piano richiede un Grado medio di Risonanza dell'Eco della formazione pari a %s / %s. La Pressione dell'Eco ha rafforzato i nemici perché la formazione scelta aveva un grado medio di %s. Aumenta la Risonanza, poi riprova.[/color]","[color=yellow]Diese Ebene erwartet im Formationsdurchschnitt Echo-Resonanz-Rang %s / %s. Der Echo-Druck hat die Gegner gestärkt, weil die gewählte Formation im Schnitt Rang %s hatte. Steigere die Resonanz und versuche es erneut.[/color]","[color=yellow]Cet étage attend un Rang de Résonance d'Écho moyen de %s / %s pour la formation. La Pression d'Écho a renforcé les ennemis car la formation choisie affichait en moyenne le Rang %s. Augmente la Résonance, puis réessaie.[/color]"
cleared,cleared,superato,abgeschlossen,terminé
failed,failed,fallito,fehlgeschlagen,échoué
Tower floor %s %s,Tower floor %s %s,Piano %s della Torre: %s,Turmebene %s: %s,Étage %s de la Tour : %s
"Tower of Resonance - Floor %s, Tier %s. Always available; attempts are unlimited.","Tower of Resonance - Floor %s, Tier %s. Always available; attempts are unlimited.","Torre della Risonanza - Piano %s, grado %s. Sempre disponibile; i tentativi sono illimitati.","Turm der Resonanz - Ebene %s, Grad %s. Immer verfügbar; Versuche sind unbegrenzt.","Tour de Résonance - Étage %s, Palier %s. Toujours disponible ; les tentatives sont illimitées."
"%s

Highest cleared: %s / 100
Next attempt: Floor %s - Tier %s
Wing: %s
Formation: up to 12 heroes and 2 companions

Failure or abandon keeps your progress, so return after a gear-tier upgrade and climb again.","%s

Highest cleared: %s / 100
Next attempt: Floor %s - Tier %s
Wing: %s
Formation: up to 12 heroes and 2 companions

Failure or abandon keeps your progress, so return after a gear-tier upgrade and climb again.","%s

Piano più alto superato: %s / 100
Prossimo tentativo: piano %s - grado %s
Ala: %s
Formazione: fino a 12 eroi e 2 famigli

Una sconfitta o un abbandono conserva i progressi: torna dopo aver migliorato il grado dell'equipaggiamento e riprendi l'ascesa.","%s

Höchste geschaffte Ebene: %s / 100
Nächster Versuch: Ebene %s - Grad %s
Flügel: %s
Formation: bis zu 12 Helden und 2 Begleiter

Niederlage oder Abbruch bewahrt deinen Fortschritt: kehre nach einer Verbesserung des Ausrüstungsgrads zurück und steige erneut auf.","%s

Étage le plus haut franchi : %s / 100
Prochaine tentative : Étage %s - Palier %s
Aile : %s
Formation : jusqu'à 12 héros et 2 familiers

Un échec ou un abandon conserve ta progression : reviens après avoir amélioré le palier de ton équipement et reprends l'ascension."
"This floor has no Tower item, material, gem, or coin drop.","This floor has no Tower item, material, gem, or coin drop.","Questo piano non rilascia oggetti della Torre, materiali, gemme o monete.","Diese Ebene lässt keinen Turmgegenstand, kein Material, keinen Edelstein und keine Münze fallen.","Cet étage ne laisse tomber ni objet de la Tour, ni matériau, ni gemme, ni pièce."
"THE CROWN THAT WAITS
Built for 10-12 active raid sets and two level 18-20 Rare, Epic, or Legendary companions. Unbroken seals strengthen the boss; both companions reduce the Zenith Pulse.","THE CROWN THAT WAITS
Built for 10-12 active raid sets and two level 18-20 Rare, Epic, or Legendary companions. Unbroken seals strengthen the boss; both companions reduce the Zenith Pulse.","LA CORONA CHE ATTENDE
Pensata per 10-12 set da raid attivi e due famigli rari, epici o leggendari di livello 18-20. I sigilli intatti rafforzano il boss; entrambi i famigli riducono l'Impulso dello Zenit.","DIE WARTENDE KRONE
Ausgelegt auf 10-12 aktive Raid-Sets und zwei Begleiter der Stufe 18-20 in Selten, Episch oder Legendär. Ungebrochene Siegel stärken den Boss; beide Begleiter mindern den Zenit-Impuls.","LA COURONNE QUI ATTEND
Conçue pour 10-12 ensembles de raid actifs et deux familiers de niveau 18-20 Rare, Épique ou Légendaire. Les sceaux intacts renforcent le boss ; les deux familiers réduisent l'Impulsion du Zénith."
