keys,en,it,de,fr
Veyra's Unswallowed Eye,Veyra's Unswallowed Eye,Occhio Non Divorato di Veyra,Veyras unver­schlungenes Auge,Œil non avalé de Veyra
"The first successful party hit of each attack type adds 1% vulnerability, up to 3%. Multiple Eyes share this cap. Unique-equipped.","The first successful party hit of each attack type adds 1% vulnerability, up to 3%. Multiple Eyes share this cap. Unique-equipped.","Il primo colpo riuscito del gruppo per ogni tipo di attacco aggiunge l'1% di vulnerabilità, fino al 3%. Più Occhi condividono questo limite. Equipaggiamento unico.","Der erste erfolgreiche Gruppentreffer jeder Angriffsart fügt 1 % Verwundbarkeit hinzu, bis zu 3 %. Mehrere Augen teilen sich diese Obergrenze. Einzigartig ausrüstbar.","Le premier coup réussi du groupe pour chaque type d'attaque ajoute 1 % de vulnérabilité, jusqu'à 3 %. Plusieurs Yeux partagent ce plafond. Équipement unique."
Unswallowed Pattern,Unswallowed Pattern,Trama non inghiottita,Unverschlungenes Muster,Trame non avalée
"Pattern Made Whole — Equip this unique accessory with any crafted Hunt of the Broken Sky weapon. When all three party attack types have hit one target, each paired wearer gains 10 MP once per encounter.","Pattern Made Whole — Equip this unique accessory with any crafted Hunt of the Broken Sky weapon. When all three party attack types have hit one target, each paired wearer gains 10 MP once per encounter.","Trama Ricomposta — Equipaggia questo accessorio unico insieme a una qualsiasi arma creata della Caccia del Cielo Infranto. Quando tutti e tre i tipi di attacco del gruppo hanno colpito un bersaglio, ogni portatore abbinato ottiene 10 PM una volta per scontro.","Vollendetes Muster — Rüste dieses einzigartige Accessoire zusammen mit einer beliebigen gefertigten Waffe der Jagd des Zerbrochenen Himmels aus. Wenn alle drei Angriffsarten der Gruppe ein Ziel getroffen haben, erhält jeder gepaarte Träger einmal pro Begegnung 10 MP.","Trame Recomposée — Équipe cet accessoire unique avec n'importe quelle arme fabriquée de la Chasse du Ciel Brisé. Quand les trois types d'attaque du groupe ont touché une même cible, chaque porteur apparié gagne 10 PM une fois par rencontre."
Signet of the Last Road,Signet of the Last Road,Sigillo dell'Ultima Via,Siegelring des Letzten Wegs,Sceau de la Dernière Route
"Once per encounter, lethal damage leaves the wearer at 1 HP and grants the wearer and every living ally a 6% Max HP barrier. Unique-equipped.","Once per encounter, lethal damage leaves the wearer at 1 HP and grants the wearer and every living ally a 6% Max HP barrier. Unique-equipped.","Una volta per scontro, i danni letali lasciano chi lo indossa a 1 PV e concedono a lui e a ogni alleato vivente una barriera pari al 6% dei PV massimi. Equipaggiamento unico.",Einmal pro Begegnung lässt tödlicher Schaden den Träger bei 1 LP zurück und gewährt ihm und jedem lebenden Verbündeten eine Barriere von 6 % der maximalen LP. Einzigartig ausrüstbar.,"Une fois par rencontre, les dégâts létaux laissent le porteur à 1 PV et lui accordent, ainsi qu'à chaque allié vivant, une barrière de 6 % des PV max. Équipement unique."
Concordance of the Last Road,Concordance of the Last Road,Concordanza dell'Ultima Via,Eintracht des Letzten Weges,Concordance de la Dernière Route
"Last Road Concordance — Equip this unique accessory with any crafted Last Road weapon. When the Signet prevents lethal damage, every living ally gains 8% damage and 8% healing for two turns.","Last Road Concordance — Equip this unique accessory with any crafted Last Road weapon. When the Signet prevents lethal damage, every living ally gains 8% damage and 8% healing for two turns.","Concordanza dell'Ultima Via — Equipaggia questo accessorio unico insieme a una qualsiasi arma creata dell'Ultima Via. Quando il Sigillo impedisce i danni letali, ogni alleato vivente ottiene l'8% di danni e l'8% di cure per due turni.","Eintracht des Letzten Weges — Rüste dieses einzigartige Accessoire zusammen mit einer beliebigen gefertigten Waffe des Letzten Weges aus. Wenn das Siegel tödlichen Schaden verhindert, erhält jeder lebende Verbündete zwei Züge lang 8 % Schaden und 8 % Heilung.","Concordance de la Dernière Route — Équipe cet accessoire unique avec n'importe quelle arme fabriquée de la Dernière Route. Quand le Sceau empêche les dégâts létaux, chaque allié vivant gagne 8 % de dégâts et 8 % de soins pendant deux tours."
Pathless Ember,Pathless Ember,Brace Senza Sentiero,Pfadlose Glut,Braise sans voie
"A pale ember that burns backward, holding the memory of every road not taken. Rarely surrendered by defeated raid bosses.","A pale ember that burns backward, holding the memory of every road not taken. Rarely surrendered by defeated raid bosses.","Una brace pallida che arde a ritroso, custodendo il ricordo di ogni strada non percorsa. Raramente ceduta dai boss dei raid sconfitti.","Eine bleiche Glut, die rückwärts brennt und die Erinnerung an jeden nicht gegangenen Weg bewahrt. Nur selten von besiegten Raid-Bossen preisgegeben.","Une braise pâle qui brûle à rebours, gardant le souvenir de chaque route non empruntée. Rarement cédée par les boss de raid vaincus."
Sigil of Rebirth,Sigil of Rebirth,Emblema della Rinascita,Wiedergeburtssiegel,Sceau de Renaissance
"Shattering this violet sigil releases a hero from their Ascendant Path, refunding every point and reopening all four paths. Consumed on use.","Shattering this violet sigil releases a hero from their Ascendant Path, refunding every point and reopening all four paths. Consumed on use.","Frantumare questo emblema violetto libera un eroe dal suo Percorso Ascendente, rimborsando ogni punto e riaprendo tutti e quattro i percorsi. Consumato all'uso.","Das Zerschmettern dieses violetten Siegels löst einen Helden von seinem Aufstiegspfad, erstattet jeden Punkt und öffnet alle vier Pfade erneut. Wird bei Gebrauch verbraucht.","Briser ce sceau violet libère un héros de sa Voie ascendante, remboursant chaque point et rouvrant les quatre voies. Consommé à l'usage."
Equip this unique accessory with any crafted March of the Rootbound weapon. Shared Roots adapts to the wearer's class type and the completing weapon's variant.,Equip this unique accessory with any crafted March of the Rootbound weapon. Shared Roots adapts to the wearer's class type and the completing weapon's variant.,Equipaggia questo accessorio unico insieme a una qualsiasi arma creata della Marcia dei Radicati. Radici Condivise si adatta al tipo di classe di chi lo indossa e alla variante dell'arma che completa il set.,Rüste dieses einzigartige Accessoire zusammen mit einer beliebigen gefertigten Waffe des Marsches der Wurzelgebundenen aus. Geteilte Wurzeln passt sich dem Klassentyp des Trägers und der Variante der vervollständigenden Waffe an.,Équipe cet accessoire unique avec n'importe quelle arme fabriquée de la Marche des Enracinés. Racines Partagées s'adapte au type de classe du porteur et à la variante de l'arme qui complète la panoplie.
Equip this unique accessory with any crafted Lightless Armada weapon. Bellwake Resonance adapts to the wearer's class type and the completing weapon's variant.,Equip this unique accessory with any crafted Lightless Armada weapon. Bellwake Resonance adapts to the wearer's class type and the completing weapon's variant.,Equipaggia questo accessorio unico insieme a una qualsiasi arma creata dell'Armata Senza Luce. Risonanza dei Rintocchi si adatta al tipo di classe di chi lo indossa e alla variante dell'arma che completa il set.,Rüste dieses einzigartige Accessoire zusammen mit einer beliebigen gefertigten Waffe der Lichtlosen Armada aus. Glockenhall-Resonanz passt sich dem Klassentyp des Trägers und der Variante der vervollständigenden Waffe an.,Équipe cet accessoire unique avec n'importe quelle arme fabriquée de l'Armada Sans Lumière. Résonance du Glas s'adapte au type de classe du porteur et à la variante de l'arme qui complète la panoplie.
Equip this unique accessory with any crafted Hunt of the Broken Sky weapon. Pattern Made Whole adapts to the wearer's class type and the completing weapon's variant.,Equip this unique accessory with any crafted Hunt of the Broken Sky weapon. Pattern Made Whole adapts to the wearer's class type and the completing weapon's variant.,Equipaggia questo accessorio unico insieme a una qualsiasi arma creata della Caccia del Cielo Infranto. Trama Ricomposta si adatta al tipo di classe di chi lo indossa e alla variante dell'arma che completa il set.,Rüste dieses einzigartige Accessoire zusammen mit einer beliebigen gefertigten Waffe der Jagd des Zerbrochenen Himmels aus. Vollendetes Muster passt sich dem Klassentyp des Trägers und der Variante der vervollständigenden Waffe an.,Équipe cet accessoire unique avec n'importe quelle arme fabriquée de la Chasse du Ciel Brisé. Trame Recomposée s'adapte au type de classe du porteur et à la variante de l'arme qui complète la panoplie.
Equip this unique accessory with any crafted Last Road weapon. Last Road Concordance adapts to the wearer's class type and the completing weapon's variant.,Equip this unique accessory with any crafted Last Road weapon. Last Road Concordance adapts to the wearer's class type and the completing weapon's variant.,Equipaggia questo accessorio unico insieme a una qualsiasi arma creata dell'Ultima Via. Concordanza dell'Ultima Via si adatta al tipo di classe di chi lo indossa e alla variante dell'arma che completa il set.,Rüste dieses einzigartige Accessoire zusammen mit einer beliebigen gefertigten Waffe des Letzten Weges aus. Eintracht des Letzten Weges passt sich dem Klassentyp des Trägers und der Variante der vervollständigenden Waffe an.,Équipe cet accessoire unique avec n'importe quelle arme fabriquée de la Dernière Route. Concordance de la Dernière Route s'adapte au type de classe du porteur et à la variante de l'arme qui complète la panoplie.
Shared Roots,Shared Roots,Radici Condivise,Geteilte Wurzeln,Racines partagées
Bellwake Resonance,Bellwake Resonance,Risonanza dei Rintocchi,Glockenhall-Resonanz,Résonance du Glas
Pattern Made Whole,Pattern Made Whole,Trama Ricomposta,Vollendetes Muster,Trame Recomposée
Last Road Concordance,Last Road Concordance,Concordanza dell'Ultima Via,Eintracht des Letzten Weges,Concordance de la Dernière Route
"When Road Stands triggers, every other living ally gains a barrier equal to 3% of their Max HP.","When Road Stands triggers, every other living ally gains a barrier equal to 3% of their Max HP.","Quando si attiva La Via Resiste, ogni altro alleato vivente ottiene una barriera pari al 3% dei propri PV massimi.","Wenn Der Weg hält stand auslöst, erhält jeder andere lebende Verbündete eine Barriere in Höhe von 3 % seiner maximalen LP.","Quand La Route Tient se déclenche, chaque autre allié vivant gagne une barrière égale à 3 % de ses PV max."
"When Road Stands triggers, every other living ally deals 6% more damage for two turns.","When Road Stands triggers, every other living ally deals 6% more damage for two turns.","Quando si attiva La Via Resiste, ogni altro alleato vivente infligge il 6% di danni in più per due turni.","Wenn Der Weg hält stand auslöst, verursacht jeder andere lebende Verbündete zwei Züge lang 6 % mehr Schaden.","Quand La Route Tient se déclenche, chaque autre allié vivant inflige 6 % de dégâts en plus pendant deux tours."
"When Road Stands triggers, every other living ally is healed for 3% of their Max HP.","When Road Stands triggers, every other living ally is healed for 3% of their Max HP.","Quando si attiva La Via Resiste, ogni altro alleato vivente viene curato del 3% dei propri PV massimi.","Wenn Der Weg hält stand auslöst, wird jeder andere lebende Verbündete um 3 % seiner maximalen LP geheilt.","Quand La Route Tient se déclenche, chaque autre allié vivant est soigné de 3 % de ses PV max."
"When Road Stands triggers, every other living ally gains 4 MP.","When Road Stands triggers, every other living ally gains 4 MP.","Quando si attiva La Via Resiste, ogni altro alleato vivente ottiene 4 PM.","Wenn Der Weg hält stand auslöst, erhält jeder andere lebende Verbündete 4 MP.","Quand La Route Tient se déclenche, chaque autre allié vivant gagne 4 PM."
Each ally selected by Sound Without Air also gains a barrier equal to 4% of their Max HP.,Each ally selected by Sound Without Air also gains a barrier equal to 4% of their Max HP.,Ogni alleato selezionato da Suono Senza Aria ottiene anche una barriera pari al 4% dei propri PV massimi.,Jeder von Klang ohne Luft ausgewählte Verbündete erhält zudem eine Barriere in Höhe von 4 % seiner maximalen LP.,Chaque allié sélectionné par Son Sans Air gagne également une barrière égale à 4 % de ses PV max.
Each ally selected by Sound Without Air also deals 8% more damage for two turns.,Each ally selected by Sound Without Air also deals 8% more damage for two turns.,Ogni alleato selezionato da Suono Senza Aria infligge anche l'8% di danni in più per due turni.,Jeder von Klang ohne Luft ausgewählte Verbündete verursacht zudem zwei Züge lang 8 % mehr Schaden.,Chaque allié sélectionné par Son Sans Air inflige également 8 % de dégâts en plus pendant deux tours.
Each ally selected by Sound Without Air is also healed for an extra 4% of their Max HP.,Each ally selected by Sound Without Air is also healed for an extra 4% of their Max HP.,Ogni alleato selezionato da Suono Senza Aria viene curato anche di un ulteriore 4% dei propri PV massimi.,Jeder von Klang ohne Luft ausgewählte Verbündete wird zudem um weitere 4 % seiner maximalen LP geheilt.,Chaque allié sélectionné par Son Sans Air est également soigné de 4 % supplémentaires de ses PV max.
Each ally selected by Sound Without Air also gains 8 MP.,Each ally selected by Sound Without Air also gains 8 MP.,Ogni alleato selezionato da Suono Senza Aria ottiene anche 8 PM.,Jeder von Klang ohne Luft ausgewählte Verbündete erhält zudem 8 MP.,Chaque allié sélectionné par Son Sans Air gagne également 8 PM.
"Each paired wearer gains +12% Counter Chance for two turns, once per encounter.","Each paired wearer gains +12% Counter Chance for two turns, once per encounter.","Ogni portatore abbinato ottiene +12% di Probabilità di Contrattacco per due turni, una volta per scontro.","Jeder gepaarte Träger erhält zwei Züge lang +12 % Konterchance, einmal pro Begegnung.","Chaque porteur apparié gagne +12 % de Chance de riposte pendant deux tours, une fois par rencontre."
"Each paired wearer's next attack is guaranteed to critically hit, once per encounter.","Each paired wearer's next attack is guaranteed to critically hit, once per encounter.","Il prossimo attacco di ogni portatore abbinato è un colpo critico garantito, una volta per scontro.","Der nächste Angriff jedes gepaarten Trägers trifft garantiert kritisch, einmal pro Begegnung.","La prochaine attaque de chaque porteur apparié est un coup critique garanti, une fois par rencontre."
"Each paired wearer gains +12% Healing for two turns, once per encounter.","Each paired wearer gains +12% Healing for two turns, once per encounter.","Ogni portatore abbinato ottiene +12% di Cure per due turni, una volta per scontro.","Jeder gepaarte Träger erhält zwei Züge lang +12 % Heilung, einmal pro Begegnung.","Chaque porteur apparié gagne +12 % de Soins pendant deux tours, une fois par rencontre."
"Each paired wearer gains +10% Critical Chance for two turns, once per encounter.","Each paired wearer gains +10% Critical Chance for two turns, once per encounter.","Ogni portatore abbinato ottiene +10% di Probabilità critica per due turni, una volta per scontro.","Jeder gepaarte Träger erhält zwei Züge lang +10 % Kritische Chance, einmal pro Begegnung.","Chaque porteur apparié gagne +10 % de Chance critique pendant deux tours, une fois par rencontre."
"When the Signet prevents lethal damage, every living ally gains a barrier equal to 4% of their Max HP and +8 Defense for two turns.","When the Signet prevents lethal damage, every living ally gains a barrier equal to 4% of their Max HP and +8 Defense for two turns.","Quando il Sigillo impedisce i danni letali, ogni alleato vivente ottiene una barriera pari al 4% dei propri PV massimi e +8 Difesa per due turni.","Wenn das Siegel tödlichen Schaden verhindert, erhält jeder lebende Verbündete eine Barriere in Höhe von 4 % seiner maximalen LP und zwei Züge lang +8 Verteidigung.","Quand le Sceau empêche les dégâts létaux, chaque allié vivant gagne une barrière égale à 4 % de ses PV max et +8 Défense pendant deux tours."
"When the Signet prevents lethal damage, every living ally deals 12% more damage for two turns.","When the Signet prevents lethal damage, every living ally deals 12% more damage for two turns.","Quando il Sigillo impedisce i danni letali, ogni alleato vivente infligge il 12% di danni in più per due turni.","Wenn das Siegel tödlichen Schaden verhindert, verursacht jeder lebende Verbündete zwei Züge lang 12 % mehr Schaden.","Quand le Sceau empêche les dégâts létaux, chaque allié vivant inflige 12 % de dégâts en plus pendant deux tours."
"When the Signet prevents lethal damage, every living ally is healed for 5% of their Max HP and gains +8% Healing for two turns.","When the Signet prevents lethal damage, every living ally is healed for 5% of their Max HP and gains +8% Healing for two turns.","Quando il Sigillo impedisce i danni letali, ogni alleato vivente viene curato del 5% dei propri PV massimi e ottiene +8% di Cure per due turni.","Wenn das Siegel tödlichen Schaden verhindert, wird jeder lebende Verbündete um 5 % seiner maximalen LP geheilt und erhält zwei Züge lang +8 % Heilung.","Quand le Sceau empêche les dégâts létaux, chaque allié vivant est soigné de 5 % de ses PV max et gagne +8 % de Soins pendant deux tours."
"When the Signet prevents lethal damage, every living ally gains 8% damage and 8% healing for two turns.","When the Signet prevents lethal damage, every living ally gains 8% damage and 8% healing for two turns.","Quando il Sigillo impedisce i danni letali, ogni alleato vivente ottiene l'8% di danni e l'8% di cure per due turni.","Wenn das Siegel tödlichen Schaden verhindert, erhält jeder lebende Verbündete zwei Züge lang 8 % Schaden und 8 % Heilung.","Quand le Sceau empêche les dégâts létaux, chaque allié vivant gagne 8 % de dégâts et 8 % de soins pendant deux tours."
Melee adaptation — adjusted totals: %s.,Melee adaptation — adjusted totals: %s.,Adattamento Mischia — valori adattati: %s.,Nahkampf-Anpassung — angepasste Werte: %s.,Adaptation Mêlée — totaux ajustés : %s.
Ranged adaptation — adjusted totals: %s.,Ranged adaptation — adjusted totals: %s.,Adattamento Distanza — valori adattati: %s.,Fernkampf-Anpassung — angepasste Werte: %s.,Adaptation À distance — totaux ajustés : %s.
Magic adaptation — adjusted totals: %s.,Magic adaptation — adjusted totals: %s.,Adattamento Magia — valori adattati: %s.,Magie-Anpassung — angepasste Werte: %s.,Adaptation Magie — totaux ajustés : %s.
a barrier equal to %s%% of Max HP,a barrier equal to %s%% of Max HP,una barriera pari al %s%% dei PV massimi,eine Barriere in Höhe von %s%% der maximalen LP,une barrière égale à %s%% des PV max
a heal for %s%% of Max HP,a heal for %s%% of Max HP,una cura pari al %s%% dei PV massimi,eine Heilung von %s%% der maximalen LP,un soin de %s%% des PV max
+%s MP,+%s MP,+%s PM,+%s MP,+%s PM
the next attack is guaranteed to critically hit,the next attack is guaranteed to critically hit,il prossimo attacco è un colpo critico garantito,der nächste Angriff trifft garantiert kritisch,la prochaine attaque est un coup critique garanti
+%s%% damage,+%s%% damage,+%s%% di danni,+%s%% Schaden,+%s%% de dégâts
+%s%% Healing,+%s%% Healing,+%s%% di Cure,+%s%% Heilung,+%s%% de Soins
+%s%% Critical Chance,+%s%% Critical Chance,+%s%% di Probabilità critica,+%s%% Kritische Chance,+%s%% Chance critique
+%s Critical Damage,+%s Critical Damage,+%s Danno Critico,+%s Kritischer Schaden,+%s Dégâts critiques
+%s Defense,+%s Defense,+%s Difesa,+%s Verteidigung,+%s Défense
+%s Magic Defense,+%s Magic Defense,+%s Difesa magica,+%s Magieverteidigung,+%s Défense magique
+%s%% Counter Chance,+%s%% Counter Chance,+%s%% di Probabilità di Contrattacco,+%s%% Konterchance,+%s%% Chance de riposte
+%s%% Evade,+%s%% Evade,+%s%% di Schivata,+%s%% Ausweichen,+%s%% d'Esquive
+%s%% Immunity,+%s%% Immunity,+%s%% di Immunità,+%s%% Immunität,+%s%% d'Immunité
(%s turns),(%s turns),(%s turni),(%s Züge),(%s tours)
once per encounter,once per encounter,una volta per scontro,einmal pro Begegnung,une fois par rencontre
Raises every hero's Attack and damage dealt.,Raises every hero's Attack and damage dealt.,Aumenta l'Attacco e i danni inflitti di ogni eroe.,Erhöht den Angriff und den verursachten Schaden jedes Helden.,Augmente l'Attaque et les dégâts infligés de chaque héros.
Improves healing performed by every hero.,Improves healing performed by every hero.,Migliora le cure effettuate da ogni eroe.,"Verbessert die Heilung, die jeder Held ausführt.",Améliore les soins prodigués par chaque héros.
Raises every hero's protection from Magic damage.,Raises every hero's protection from Magic damage.,Aumenta la protezione di ogni eroe dai danni magici.,Erhöht den Schutz jedes Helden vor Magieschaden.,Augmente la protection de chaque héros contre les dégâts de Magie.
Restores a flat amount of Health after each basic attack.,Restores a flat amount of Health after each basic attack.,Ripristina una quantità fissa di Salute dopo ogni attacco base.,Stellt nach jedem Standardangriff einen festen Betrag an Leben wieder her.,Restaure une quantité fixe de Vie après chaque attaque de base.
Raises the chance to resist harmful status effects.,Raises the chance to resist harmful status effects.,Aumenta la probabilità di resistere agli effetti di stato nocivi.,"Erhöht die Chance, schädlichen Statuseffekten zu widerstehen.",Augmente la chance de résister aux effets de statut nocifs.
Reduces the mist affecting every hero.,Reduces the mist affecting every hero.,Riduce la nebbia che colpisce ogni eroe.,"Verringert den Nebel, der jeden Helden beeinträchtigt.",Réduit la brume qui affecte chaque héros.
Raises every hero's maximum Health.,Raises every hero's maximum Health.,Aumenta la Salute massima di ogni eroe.,Erhöht das maximale Leben jedes Helden.,Augmente la Vie maximale de chaque héros.
Raises every hero's chance to land a critical hit.,Raises every hero's chance to land a critical hit.,Aumenta la probabilità di ogni eroe di infliggere un colpo critico.,"Erhöht die Chance jedes Helden, einen kritischen Treffer zu landen.",Augmente la chance de chaque héros de porter un coup critique.
Raises the damage multiplier of critical hits.,Raises the damage multiplier of critical hits.,Aumenta il moltiplicatore di danno dei colpi critici.,Erhöht den Schadensmultiplikator kritischer Treffer.,Augmente le multiplicateur de dégâts des coups critiques.
Raises the chance to avoid direct basic attacks.,Raises the chance to avoid direct basic attacks.,Aumenta la probabilità di evitare gli attacchi base diretti.,"Erhöht die Chance, direkten Standardangriffen auszuweichen.",Augmente la chance d'éviter les attaques de base directes.
Restores Health from damage dealt by basic attacks.,Restores Health from damage dealt by basic attacks.,Ripristina Salute in base ai danni inflitti dagli attacchi base.,Stellt Leben aus dem durch Standardangriffe verursachten Schaden wieder her.,Restaure de la Vie à partir des dégâts infligés par les attaques de base.
Raises every hero's protection from Melee and Ranged damage.,Raises every hero's protection from Melee and Ranged damage.,Aumenta la protezione di ogni eroe dai danni da Mischia e a Distanza.,Erhöht den Schutz jedes Helden vor Nahkampf- und Fernkampfschaden.,Augmente la protection de chaque héros contre les dégâts de Mêlée et À distance.
Adds a flat amount of Threat to every hero.,Adds a flat amount of Threat to every hero.,Aggiunge una quantità fissa di Minaccia a ogni eroe.,Fügt jedem Helden einen festen Betrag an Bedrohung hinzu.,Ajoute une quantité fixe de Menace à chaque héros.
Raises the chance to counter Melee and Ranged attacks.,Raises the chance to counter Melee and Ranged attacks.,Aumenta la probabilità di contrattaccare gli attacchi da Mischia e a Distanza.,"Erhöht die Chance, Nahkampf- und Fernkampfangriffe zu kontern.",Augmente la chance de riposter aux attaques de Mêlée et À distance.
Raises the damage returned by counters.,Raises the damage returned by counters.,Aumenta i danni restituiti dai contrattacchi.,Erhöht den durch Konter zurückgegebenen Schaden.,Augmente les dégâts renvoyés par les ripostes.
Adds a flat amount of Mana Gain after each basic attack.,Adds a flat amount of Mana Gain after each basic attack.,Aggiunge una quantità fissa di Guadagno Mana dopo ogni attacco base.,Fügt nach jedem Standardangriff einen festen Betrag an Mana-Gewinn hinzu.,Ajoute une quantité fixe de Gain de Mana après chaque attaque de base.
Improves this stat for every hero in the party.,Improves this stat for every hero in the party.,Migliora questa statistica per ogni eroe nel gruppo.,Verbessert diesen Wert für jeden Helden in der Gruppe.,Améliore cette statistique pour chaque héros du groupe.
Increases hero combat XP from defeated enemies; Pet Bond XP and other rewards are unaffected.,Increases hero combat XP from defeated enemies; Pet Bond XP and other rewards are unaffected.,Aumenta i PE di combattimento degli eroi ottenuti dai nemici sconfitti; i PE Legame del famiglio e le altre ricompense restano invariati.,Erhöht die Kampf-EP der Helden von besiegten Feinden; Bindungs-EP der Begleiter und andere Belohnungen bleiben unberührt.,Augmente l'XP de combat des héros obtenue sur les ennemis vaincus ; l'XP de lien des familiers et les autres récompenses ne sont pas affectées.
"Increases non-guaranteed ordinary item drops from dungeon monsters; boss-exclusive drops, raids, eggs, Gems, and guaranteed rewards are unaffected.","Increases non-guaranteed ordinary item drops from dungeon monsters; boss-exclusive drops, raids, eggs, Gems, and guaranteed rewards are unaffected.","Aumenta i bottini ordinari non garantiti dei mostri dei dungeon; i bottini esclusivi dei boss, i raid, le uova, le Gemme e le ricompense garantite restano invariati.","Erhöht nicht garantierte gewöhnliche Gegenstandsbeute von Verliesmonstern; bossexklusive Beute, Raids, Eier, Edelsteine und garantierte Belohnungen bleiben unberührt.","Augmente le butin d'objets ordinaires non garanti des monstres de donjon ; le butin exclusif aux boss, les raids, les œufs, les Gemmes et les récompenses garanties ne sont pas affectés."
Tower Keystone,Tower Keystone,Chiave di volta della Torre,Turm-Schlussstein,Clé de voûte de la Tour
"A keystone freed from the Tower of Resonance at a checkpoint floor, set aside for one final work.","A keystone freed from the Tower of Resonance at a checkpoint floor, set aside for one final work.","Una chiave di volta liberata dalla Torre della Risonanza a un piano di controllo, messa da parte per un'opera finale.","Ein Schlussstein, befreit aus dem Turm der Resonanz auf einer Kontrollpunkt-Ebene, beiseitegelegt für ein letztes Werk.","Une clé de voûte libérée de la Tour de Résonance à un étage de point de contrôle, mise de côté pour une œuvre ultime."
Apex Construction Bundle,Apex Construction Bundle,Pacchetto da costruzione dell'Apice,Apex-Baubündel,Lot de construction de l'Apogée
"Every tier's construction bundle bound together by a Tower checkpoint keystone, the final work it was set aside for.","Every tier's construction bundle bound together by a Tower checkpoint keystone, the final work it was set aside for.","Ogni pacchetto da costruzione di ogni grado, unito da una chiave di volta della Torre: l'opera finale per cui era stata messa da parte.","Das Baubündel jedes Grades, zusammengehalten von einem Kontrollpunkt-Schlussstein des Turms – dem letzten Werk, für das er beiseitegelegt wurde.","Le lot de construction de chaque palier, réuni par une clé de voûte de point de contrôle de la Tour : l'œuvre ultime pour laquelle elle avait été mise de côté."
Prism Rapier,Prism Rapier,Stocco prismatico,Prismenrapier,Rapière prismatique
"A needle-thin blade cut from crystal facets, quicker than it looks.","A needle-thin blade cut from crystal facets, quicker than it looks.","Una lama sottile come un ago, tagliata da sfaccettature di cristallo, più rapida di quanto sembri.","Eine nadeldünne Klinge, geschnitten aus Kristallfacetten, schneller als sie aussieht.","Une lame fine comme une aiguille, taillée dans des facettes de cristal, plus vive qu'il n'y paraît."
Prism Songbow,Prism Songbow,Arco canoro prismatico,Prismen-Singbogen,Arc chantant prismatique
A prismatic bow strung to hum a restorative chord with every draw.,A prismatic bow strung to hum a restorative chord with every draw.,Un arco prismatico la cui corda intona un accordo curativo a ogni trazione.,"Ein prismatischer Bogen, dessen Sehne bei jedem Spannen einen heilenden Akkord summt.",Un arc prismatique dont la corde entonne un accord réparateur à chaque traction.
Rootsteel Sightbow,Rootsteel Sightbow,Arco di mira di Acciaioradice,Wurzelstahl-Zielbogen,Arc de visée d'acier-racine
A rootsteel bow fitted with a calculating lens for tracking every variable of the shot.,A rootsteel bow fitted with a calculating lens for tracking every variable of the shot.,Un arco di Acciaioradice dotato di una lente calcolatrice che segue ogni variabile del tiro.,"Ein Wurzelstahlbogen mit einer rechnenden Linse, die jede Variable des Schusses verfolgt.",Un arc en acier-racine doté d'une lentille calculatrice qui suit chaque variable du tir.
Rootsteel Warstaff,Rootsteel Warstaff,Bastone da guerra di Acciaioradice,Wurzelstahl-Kriegsstab,Bâton de guerre d'acier-racine
A living-steel staff heavy enough to double as a bludgeon between spells.,A living-steel staff heavy enough to double as a bludgeon between spells.,Un bastone di acciaio vivente abbastanza pesante da fungere da randello tra un incantesimo e l'altro.,"Ein Stab aus lebendem Stahl, schwer genug, um zwischen Zaubern als Keule zu dienen.",Un bâton d'acier vivant assez lourd pour servir de gourdin entre deux sorts.
Rootsteel Mercyblade,Rootsteel Mercyblade,Lama pietosa di Acciaioradice,Wurzelstahl-Gnadenklinge,Lame de merci d'acier-racine
A living-ore blade veined with spore-light that mends as readily as it cuts.,A living-ore blade veined with spore-light that mends as readily as it cuts.,Una lama di minerale vivo venata di luce di spore che risana tanto quanto taglia.,"Eine Klinge aus lebendem Erz, geädert mit Sporenlicht, die ebenso bereitwillig heilt wie sie schneidet.","Une lame en minerai vivant veinée de lumière de spores, qui soigne aussi volontiers qu'elle tranche."
Orbit Warbow,Orbit Warbow,Arco da guerra orbitale,Orbit-Kriegsbogen,Arc de guerre orbital
A heavy-draw longbow built for arms strong enough to bend starglass.,A heavy-draw longbow built for arms strong enough to bend starglass.,"Un arco lungo dal tiro pesante, costruito per braccia abbastanza forti da piegare il Vetrostellare.","Ein Langbogen mit schwerem Zug, gebaut für Arme, die stark genug sind, Sternenglas zu biegen.","Un arc long à forte traction, conçu pour des bras assez puissants pour ployer le verre stellaire."
Comet Featherblade,Comet Featherblade,Lama piuma cometa,Kometenfederklinge,Lame-plume de comète
A starglass blade so finely balanced its wielder seems to drift past every blow.,A starglass blade so finely balanced its wielder seems to drift past every blow.,Una lama di vetrostellare così ben bilanciata che chi la impugna sembra scivolare via da ogni colpo.,"Eine Sternenglasklinge, so fein ausbalanciert, dass ihr Träger an jedem Schlag vorbeizugleiten scheint.",Une lame de verre stellaire si finement équilibrée que celui qui la manie semble glisser hors de chaque coup.
Prism Wardstaff,Prism Wardstaff,Bastone di guardia prismatico,Prismen-Schutzstab,Bâton de garde prismatique
